Author baihacker (bailiangsky@gmail.com)
https://github.com/baihacker

dir = data/pe
start = 678
end = 723
top = -1
format = console

This rating is based on Codeforces' rating system.
Author Mike Mirzayanov (mirzayanovmr@gmail.com)
http://codeforces.com/blog/entry/20762
http://codeforces.com/contest/1/submission/13861109

participants = 704

rank    id                      rating    max rating
111     Peter de Rivaz          1579      1579
112     Seth Troisi             1579      1657
113     Tobi                    1578      1578
114     rowanlds                1573      1573
115     turtlecurler            1573      1573
116     ARoss                   1572      1652
117     mickeyandkaka           1572      1597
118     toadatrix               1572      1572
119     aha66                   1571      1571
120     martins                 1571      1571
121     mdmullin                1570      1570
122     lizhusong922            1566      1944
123     Nir                     1565      1597
124     GlutamicAcid            1564      1564
125     nadando                 1562      1562
126     noimi                   1562      1562
127     sb3700                  1559      1565
128     BG1992                  1558      1558
129     _epistemologist         1558      1558
130     shiina.ringo            1558      1642
131     VietaFan                1552      1552
132     goomy-pls               1552      1552
133     Peter Welander          1550      1550
134     Reinier                 1549      1692
135     fruwajacybyk            1549      1549
136     piguy314159             1547      1547
137     pimspelier              1547      1547
138     venco                   1547      1617
139     ben1435                 1546      1546
140     JamesRauen              1544      1556
141     oversolver              1544      1703
142     sergej.samborskij       1544      1748
143     scanhex                 1543      1543
144     z_dziezyc               1543      1543
145     Redshiftz               1542      1542
146     a_k_o_v_s_k_i           1542      1542
147     lookingfor              1542      1578
148     deanhirsch              1541      1578
149     joshua_david            1540      1540
150     vapor                   1539      1699
151     Hiya24                  1537      1537
152     zmwang                  1537      1537
153     nandntur                1533      1533
154     akashdeep               1532      1755
155     Mike                    1531      1868
156     castrate                1530      1530
157     Chris                   1529      1529
158     Maxim1                  1529      1529
159     M.Healy                 1528      1543
160     dnosrc                  1528      1544
161     modem                   1528      1528
162     RahulC7                 1527      1527
163     CBurkhart               1526      1649
164     plurple                 1526      1526
165     Joris_P                 1525      1525
166     jh05013                 1525      1525
167     mnbvmar                 1525      1717
168     squabby                 1525      1525
169     quimey                  1523      1523
170     stch                    1523      1577
171     haruya                  1522      1676
172     mdix                    1522      1570
173     aTree                   1521      1623
174     asgerix                 1521      1521
175     Jim Roche               1520      1520
176     googlweknoall           1518      1757
177     stimmer                 1517      1847
178     Ryals                   1516      1588
179     WG4ZHZ2P2Q              1516      1611
180     m_barwick               1516      1516
181     ASPIRINKA               1515      1586
182     willhacker777           1514      1514
183     btnlq                   1513      1555
184     petrweida               1513      1533
185     mattmadi                1512      1574
186     Paul_Hege               1511      1511
187     Pjotr5                  1511      1511
188     WangYing                1511      1562
189     anythingapplied         1511      1511
190     JuliusHege              1510      1616
191     isadofschi              1510      1510
192     hellman                 1509      1509
193     nocriz                  1509      1585
194     Forehead                1507      1507
195     ReinJG                  1507      1507
196     aropan                  1507      1507
197     doshy                   1507      1507
198     piyoko_212              1507      1507
199     FLUXparticle            1505      1505
200     pinger                  1505      1505
201     -Nightingale-           1504      1504
202     kliem                   1504      1504
203     Alex Bourzutschky       1503      1503
204     AlexVilaTraver          1503      1503
205     clotz.sugar             1503      1503
206     Oisincar                1502      1502
207     DandanUA                1500      1500
208     forarslys               1500      1561
209     MATH_WangXU             1499      1519
210     VVejalla                1499      1595
211     bobby_eletrica          1499      1499
212     Pengolodh               1498      1512
213     nikitakozitsyn          1498      1498
214     rmal30                  1497      1497
215     fagu                    1496      1575
216     Atman Kar               1494      1494
217     Doraki                  1494      1567
218     Lewin                   1494      1583
219     RavenclawPrefect        1494      1494
220     Oreocnide               1492      1492
221     Xaero                   1492      1492
222     Loks                    1490      1591
223     Sgt.Pepper              1490      1490
224     raphey                  1490      1490
225     ariel-0                 1489      1489
226     EddyFerreira            1488      1488
227     JaroslavZh              1488      1488
228     sqr                     1488      1531
229     MAX10541                1487      1487
230     edj2010                 1486      1486
231     hitoare                 1484      1577
232     redwolf                 1484      1484
233     schizoanalyst           1484      1484
234     randomdude999           1483      1483
235     D_Tesla                 1482      1482
236     KnallkopPy              1482      1482
237     eriadrim                1482      1482
238     Kuldar                  1481      1481
239     emichael                1480      1480
240     ivan_                   1480      1480
241     joahmonkey              1480      1480
242     nathanael.courant       1479      1703
243     ving                    1479      1479
244     Timon                   1478      1546
245     dors                    1478      1478
246     silver83p               1478      1478
247     Dankaati                1477      1477
248     mahou                   1477      1501
249     tachem113               1477      1533
250     lindenr                 1476      1476
251     Rambam                  1475      1475
252     cheafdevo               1475      1537
253     qsari                   1475      1475
254     zundamochi_1117         1475      1475
255     aruff                   1474      1474
256     Disfamous               1473      1473
257     dcclyde                 1473      1473
258     fanache99               1473      1473
259     Kaylier                 1471      1471
260     luffyguy                1471      1471
261     pekempey                1471      1520
262     sprinklywinner          1471      1471
263     taolei0628              1471      1471
264     eskimal                 1470      1513
265     a_cardboard_box         1469      1469
266     dn6049949               1469      1469
267     smacke                  1469      1469
268     GuyUpLion               1468      1468
269     dskabelund              1468      1468
270     __gar__                 1467      1467
271     dbanna                  1467      1467
272     Ragnar                  1466      1722
273     Orz                     1465      1465
274     Zeki                    1465      1465
275     jan_adriaan             1465      1465
276     mees.de.vries           1465      1465
277     LoHe                    1464      1464
278     bal                     1464      1546
279     chzhn                   1464      1464
280     fjhr                    1464      1464
281     tcarr                   1464      1677
282     dingl_d                 1463      1463
283     djhoulihan              1463      1463
284     sevengame               1463      1483
285     JohnsSmyth              1462      1462
286     harrowing_experience    1462      1462
287     hsiu                    1462      1462
288     megabyte0               1462      1465
289     Carl Edman              1461      1461
290     jakob_nogler            1461      1461
291     Bibitono                1460      1460
292     Nick Potter             1460      1460
293     Tangent                 1460      1536
294     WonkoTheSaint           1460      1460
295     abicmu                  1460      1460
296     jaa89                   1460      1460
297     rokusuke                1460      1791
298     sh_012                  1460      1460
299     pokerdio                1459      1459
300     George Wahid            1458      1458
301     KINETC                  1458      1458
302     LittleFox               1458      1458
303     Vvabi                   1458      1458
304     xan                     1458      1458
305     Jrdevil                 1457      1552
306     LukeD321                1457      1457
307     Reiner Martin           1457      1625
308     Zantier                 1457      1457
309     noamT                   1457      1477
310     tarattata1              1457      1457
311     olwispe                 1456      1479
312     jsshep93                1455      1460
313     ntnlbar                 1455      1455
314     she                     1455      1455
315     NennemXela              1454      1454
316     NeillJohnston           1453      1453
317     Ra1n                    1453      1453
318     Vitek87                 1453      1534
319     Herod                   1452      1452
320     Lucas.m                 1452      1452
321     magchampo               1452      1452
322     Jerome R.               1451      1502
323     Sait2000                1451      1451
324     TheDoc                  1451      1451
325     gramix                  1451      1451
326     Dor Shmoish             1450      1485
327     balazs_molnar           1450      1450
328     doc420836131            1450      1523
329     gor3n                   1450      1450
330     paythephi               1450      1450
331     ture42                  1450      1450
332     FreeCaenepeel           1449      1449
333     Kieren Pearson          1449      1449
334     cakedev                 1449      1538
335     Caesar                  1448      1464
336     Qq0                     1448      1448
337     Schattenjager           1448      1448
338     czp                     1448      1508
339     kroton                  1448      1448
340     mjquist99               1448      1544
341     Bogdan Ciobanu          1447      1447
342     Luke23                  1447      1447
343     aimir                   1447      1447
344     liorporat1              1447      1447
345     mmnishant               1447      1447
346     philipp94               1447      1473
347     pushistik               1447      1669
348     rguadalups24            1447      1447
349     mbirken                 1446      1446
350     ofir                    1446      1446
351     Calvin Xiao             1445      1445
352     norbs                   1445      1445
353     DanStan                 1444      1444
354     JoshBugman              1444      1444
355     Obergscheidle           1444      1444
356     griff                   1444      1444
357     macgupta                1443      1443
358     maddogAxa               1443      1443
359     rhorhorhoyourboat       1443      1443
360     ncourts                 1442      1482
361     wborgeaud               1442      1496
362     BetaStar                1441      1547
363     cryptofalker            1440      1440
364     hugin.hilbert           1440      1530
365     libbr_fish              1440      1440
366     nledoux                 1440      1615
367     BorisZZZ                1439      1439
368     Habicht7                1439      1516
369     Pavgran                 1439      1439
370     kkornis                 1439      1439
371     roddy                   1439      1439
372     samineh                 1439      1439
373     asaf1250                1438      1589
374     Kelvinator              1437      1437
375     birktj                  1437      1437
376     caspian                 1437      1437
377     pctx                    1437      1437
378     purplechat              1437      1437
379     sO3SrLCr4Rqb00Zr...     1437      1437
380     DariusOrz               1436      1436
381     Steph. C.               1436      1436
382     adamhill                1436      1436
383     diophant-               1436      1436
384     godmar                  1436      1480
385     xyz111                  1436      1649
386     4226                    1435      1435
387     G0D0V1CH                1434      1434
388     Meloric                 1434      1434
389     Walter.Model            1434      1434
390     Yoav_theKing            1434      1434
391     jobu                    1434      1434
392     sirpi                   1434      1531
393     Alon.Milshtein          1433      1433
394     ferret30                1433      1433
395     frederik.soete          1433      1502
396     kmlau                   1433      1527
397     msbits                  1433      1475
398     namespace_std           1433      1433
399     zakariamouhid           1433      1433
400     Juan A. Vargas          1432      1432
401     Pachicobue              1432      1470
402     jbacher                 1432      1432
403     kailey                  1432      1432
404     teapotd                 1432      1432
405     panda_monium            1431      1431
406     shawbob2000             1431      1431
407     DJohn                   1430      1430
408     Farkov                  1430      1430
409     dodgyeuler              1430      1445
410     ghainke                 1430      1430
411     numerisereality         1430      1569
412     slfotg                  1430      1430
413     Angelo70                1429      1429
414     Nic.Kroon               1429      1429
415     jboyce                  1429      1438
416     ludopulles              1429      1682
417     v6ph1                   1429      1512
418     johnsher                1428      1428
419     maroonrk                1428      1428
420     Shalti                  1427      1427
421     abcdefg3085             1427      1706
422     indi                    1427      1427
423     sfrimann                1427      1427
424     EagerEuler              1426      1426
425     Neolog                  1426      1426
426     Trump_loses_in_2020     1426      1441
427     bakmaaier               1426      1426
428     lby1990                 1426      1426
429     Jhuunhym                1425      1425
430     SahandFarhoodi          1425      1425
431     _luke                   1425      1425
432     daveFNbuck              1425      1425
433     sarvar_                 1425      1425
434     ykanizo                 1425      1425
435     Redden_random           1424      1424
436     emanuel.sygal           1424      1438
437     lorchel                 1424      1424
438     pavlop                  1424      1424
439     plevande                1424      1424
440     suggy                   1424      1459
441     zeski                   1424      1424
442     Bugman                  1423      1490
443     Preetham Gujjula        1423      1423
444     edisba                  1423      1423
445     maenpaa                 1423      1423
446     nebviyks                1423      1518
447     olive933                1423      1423
448     rattle                  1423      1423
449     Murray                  1422      1540
450     firas5673               1422      1422
451     huhaoo                  1422      1422
452     CAndrei1998             1421      1421
453     Kerpoo                  1421      1421
454     ManekiNeko              1420      1505
455     uRaniuM666              1420      1420
456     AndrescuIII             1419      1419
457     Dennis Gokman           1419      1612
458     YenTheFirst             1419      1419
459     dainichikai             1419      1419
460     ememek                  1419      1419
461     hidesugar               1419      1555
462     jake_euler              1419      1419
463     Veera Subbiah           1418      1418
464     ASHRYNA                 1417      1417
465     DHermit                 1417      1417
466     alex.barnard            1417      1417
467     rammek                  1417      1417
468     EugeneJudo              1416      1416
469     Marko                   1416      1416
470     Moh.Mort                1416      1416
471     RBQRBQ                  1416      1416
472     tarass                  1416      1416
473     tom.ridler              1416      1416
474     Markus                  1415      1415
475     kiwifruit               1415      1415
476     ysenoh                  1415      1415
477     DDD333                  1414      1531
478     Shishu94                1414      1456
479     ale                     1414      1414
480     balage                  1414      1414
481     hpod                    1414      1414
482     mithodin                1414      1414
483     soundis                 1413      1413
484     terrym01-at-shaw.ca     1413      1413
485     Microno                 1412      1412
486     Sam                     1412      1412
487     learnmath               1412      1412
488     masonsbro               1412      1412
489     sigi_s                  1412      1412
490     strong49                1412      1449
491     syam.kumar              1412      1412
492     calypsonic              1411      1535
493     laurent.mazare          1411      1411
494     msauhta                 1411      1411
495     scidylanpno             1411      1498
496     Cyquine                 1410      1511
497     Eli98612                1410      1410
498     Hamish                  1410      1410
499     LatticeGuy              1410      1562
500     con728                  1410      1410
501     lavep                   1410      1410
502     voltara                 1410      1761
503     C.E. Ahn                1409      1409
504     Learninglove            1409      1409
505     Sesshou                 1409      1409
506     Talmon                  1409      1409
507     arashrad                1409      1409
508     Mersenne                1408      1408
509     SenseiCAY               1408      1408
510     ULi87                   1408      1408
511     br0ns                   1408      1408
512     joninoj                 1408      1408
513     -1                      1407      1407
514     a_7652413               1407      1407
515     chromatium              1407      1407
516     Aster                   1406      1406
517     Chanq                   1406      1406
518     WhatsUp                 1406      1406
519     lyyshp                  1406      1406
520     tuzmo                   1406      1406
521     Denis Pinsard           1405      1429
522     Manon_Wire              1405      1405
523     he                      1405      1405
524     wd28                    1405      1448
525     Benji271                1404      1404
526     NiakTheWizard           1404      1404
527     taizhou                 1404      1404
528     htmnssn                 1403      1403
529     ironman353              1403      1451
530     person594               1403      1403
531     triplewater             1403      1497
532     Kevin_Hebb              1402      1463
533     Pepijn_Klooster         1402      1402
534     marmer                  1402      1518
535     sirduck1296             1402      1402
536     toy                     1402      1402
537     BrieucG                 1400      1400
538     __LW__                  1400      1467
539     starblue                1400      1513
540     urimend                 1400      1400
541     hervec                  1399      1524
542     kirika-comp             1399      1433
543     lishaynikov             1399      1484
544     MuthuVeerappanR         1398      1490
545     gmt                     1398      1611
546     mdsa                    1398      1398
547     polutropon              1398      1398
548     Isomorpher              1397      1461
549     KennyColnago            1397      1397
550     hit                     1397      1397
551     willhsmit               1397      1458
552     DWA41                   1396      1396
553     Maksim1744              1396      1547
554     MrPoush                 1396      1466
555     pseudospin              1396      1446
556     dario2994               1395      2043
557     lyrics                  1394      1394
558     Markus Thill            1393      1437
559     superdenker             1393      1483
560     FourLegsDriveCat        1391      1474
561     neverlucky13            1391      1694
562     5BaseAllIn              1387      1400
563     niklers                 1386      1438
564     KoreaFish               1384      1405
565     TethysSvensson          1383      1415
566     dnormand                1383      1425
567     Kanon.Nakagawa          1382      1483
568     CSFGSAL                 1381      1586
569     Stache                  1381      1502
570     Brian.Mellendorf        1380      1605
571     awesomecire             1380      1414
572     Guego                   1379      1514
573     cstandke                1378      1422
574     Mystiz                  1377      1431
575     j123                    1377      1520
576     snubcube                1377      1576
577     amagri                  1376      1519
578     superkrik               1375      1463
579     yogobun                 1374      1426
580     Cryme                   1373      1458
581     Heiko Schwartz          1372      1529
582     Wistik                  1372      1439
583     sugima                  1372      1502
584     RicardoB                1371      1419
585     karan011011             1370      1403
586     sun22                   1369      1544
587     antmath                 1367      1456
588     msinghal                1367      1463
589     smikulsk                1367      1440
590     aalich                  1366      1433
591     BryanScattergood        1365      1442
592     cristian.vintur         1363      1428
593     Jonathan Paulson        1361      1450
594     DerekLedbetter          1360      1500
595     Khalid                  1360      1420
596     csom                    1360      1461
597     .rgc                    1359      1450
598     fmartin6                1359      1396
599     jwpang                  1358      1442
600     Christiane691           1357      1460
601     Dan_Salajan             1356      1399
602     mcj_haskell             1356      1430
603     rudradevbasak           1356      1546
604     FedeLebron              1355      1429
605     Revenant                1355      1405
606     ancient_nerd            1355      1401
607     Faipalgugus             1354      1452
608     onlinegame              1354      1439
609     al13n                   1353      1753
610     fakesson                1353      1723
611     damiengif               1352      1474
612     jpeg13                  1352      1481
613     buddysomnia19           1350      1415
614     dongpz                  1350      1429
615     dzats                   1350      1655
616     quinacridone            1350      1418
617     Heurekos                1348      1456
618     dtsarun                 1348      1532
619     dodeca                  1347      1442
620     MacKnights              1346      1438
621     kirstenland             1346      1462
622     gautrang                1345      1434
623     Nicobot                 1344      1418
624     Shawnmaza               1341      1464
625     convexineq              1340      1403
626     LeinidR                 1339      1445
627     Trieksie                1339      1428
628     lesiggy                 1337      1429
629     Oleg78                  1330      1437
630     arnaud.nauwynck         1330      1420
631     leoneo                  1329      1468
632     Noureldin               1328      1511
633     hiclef                  1328      1442
634     0xFFF                   1327      1427
635     jfry                    1326      1435
636     tb65536                 1326      1955
637     Keep Holding On         1325      1416
638     evanseverson            1324      1406
639     kroyl                   1324      1421
640     martinrg                1324      1404
641     birka0                  1322      1408
642     bdolson                 1321      1406
643     snabit                  1321      1407
644     dinosrc                 1319      1416
645     stewbasic               1319      1454
646     stoned                  1319      1557
647     lidan615                1318      1445
648     Jonas1729               1317      1405
649     br4mski1                1317      1441
650     mellis                  1317      1427
651     doctornick5             1314      1442
652     donhatch                1314      1507
653     Erim                    1311      1408
654     akaja                   1308      1402
655     ehunt                   1308      1468
656     shlomif                 1308      1418
657     FutureNerd              1306      1402
658     FritzF                  1303      1418
659     lycaste                 1302      1449
660     smtosh                  1302      1398
661     bottesini               1301      1426
662     philiplu                1298      1538
663     candells                1295      1484
664     pyrolykos               1295      1432
665     minyakonka              1294      1412
666     skyivben                1286      1477
667     Muharrem                1285      1455
668     kewacha                 1284      1432
669     2053258GR               1279      1523
670     eagles                  1279      1413
671     SambhavGupta DPS        1277      1432
672     Nivsir                  1276      1506
673     MaWeK                   1275      1456
674     jozhan                  1274      1417
675     linguo                  1274      1469
676     ferrellswheeler         1270      1406
677     unime                   1270      1463
678     Matthew Fahrbach        1268      1567
679     Zarchi                  1268      1511
680     ynoth                   1268      1750
681     Litho                   1264      1449
682     plamenko                1261      1417
683     maikaze                 1254      1489
684     drrandom                1248      1437
685     VicTheTurtle            1247      1448
686     doetoe                  1247      1417
687     tumbagajm               1246      1420
688     zokrisd                 1245      1475
689     matthias.schon          1241      1494
690     mircea.nuca             1236      1515
691     Grenache                1230      1500
692     ubiquitousgrape         1223      1463
693     jj_rabeyrin             1217      1429
694     ozgur.ozcelik           1216      1451
695     ax8529221               1213      1537
696     kotulek                 1206      1516
697     marcovanderpark         1205      1439
698     mpugach                 1200      1415
699     bonsaihawk              1196      1436
700     rmcc                    1189      1404
701     Kunero                  1180      1480
702     DonaldJohn              1179      1401
703     Cees.Duivenvoorde       1155      1443
704     doctord                 1057      1407
