Author baihacker (bailiangsky@gmail.com)
https://github.com/baihacker

dir = data/pe/
start = 477
end = 522
top = -1
format = console

This rating is based on Codeforces' rating system.
Author Mike Mirzayanov (mirzayanovmr@gmail.com)
http://codeforces.com/blog/entry/20762
http://codeforces.com/contest/1/submission/13861109

participants = 902

rank    id                      rating    max rating
160     Peter de Rivaz          1550      1646      
161     jasonzd                 1550      1616      
162     Marko Puza              1549      1590      
163     elishamod               1549      1549      
164     orthoplex               1549      1553      
165     Delfad0r                1547      1547      
166     baderj                  1547      1547      
167     MuhammedAli             1546      1651      
168     devjoe                  1546      1655      
169     nigulh                  1545      1692      
170     piratmoroten            1544      1544      
171     yzyz                    1544      1544      
172     PGrela                  1543      1543      
173     rlipsett                1543      1543      
174     steffen19w23            1543      1543      
175     whileTrue               1543      1621      
176     Matija Pretnar          1542      1542      
177     faridlihyan             1541      1541      
178     ftfish                  1541      1655      
179     jano31415               1540      1540      
180     TheEvil                 1539      1539      
181     eyTns                   1539      1539      
182     Cap Khoury              1538      1538      
183     ksun48                  1538      1538      
184     maximro                 1538      1538      
185     poison81                1538      1538      
186     simonlindholm           1538      1538      
187     nhmllr                  1536      1536      
188     Twinkletoes             1533      1533      
189     ynoth                   1533      1533      
190     MathProf1618            1531      1531      
191     kbwt                    1531      1531      
192     DenRaskovalov           1530      1530      
193     skydec                  1530      1530      
194     noexcept                1528      1528      
195     riemann                 1528      1528      
196     tinnderbox              1528      1758      
197     simon.boulmier          1527      1527      
198     Armavica                1526      1526      
199     Jrdevil                 1526      1745      
200     azukun                  1526      1526      
201     hukenneth               1526      1526      
202     thedoctar               1525      1525      
203     superdenker             1524      1582      
204     jonkadams               1523      1523      
205     Lukasz16a               1522      1540      
206     Bubbler                 1521      1521      
207     Stege                   1521      1521      
208     ambrose                 1521      1521      
209     ciger                   1518      1518      
210     SilverBullet            1517      1517      
211     Andrea Andenna          1515      1515      
212     evima                   1515      1515      
213     smacke                  1515      1515      
214     AdamPan                 1514      1514      
215     jad69                   1514      1514      
216     Animus                  1513      1811      
217     badelatschen            1513      1513      
218     Vitaliy                 1512      1512      
219     brg                     1512      1512      
220     thugzlover29            1511      1511      
221     astoler28               1510      1510      
222     BoltonBailey            1509      1736      
223     Peter Welander          1509      1663      
224     pimspelier              1509      1509      
225     Andrei Zakharevich      1508      1510      
226     Reiner Martin           1508      1685      
227     Waynebot                1508      1600      
228     mathijspieters          1508      1508      
229     wakkadojo               1507      1507      
230     AleksMat                1506      1522      
231     JeromeMutgeert          1506      1506      
232     Liam                    1506      1506      
233     Lukas                   1506      1506      
234     SeeDee                  1506      1506      
235     bruce_love              1505      1638      
236     dagsorter               1505      1505      
237     eagles                  1505      1607      
238     mstmar                  1505      1505      
239     triceps                 1505      1768      
240     Ivan Ip                 1504      1504      
241     jakeski                 1504      1504      
242     you                     1504      1504      
243     aquach                  1503      1503      
244     bela.mervado            1503      1536      
245     lrzh                    1503      1527      
246     zacharyh211             1503      1503      
247     bata21                  1502      1508      
248     coltrane                1502      1502      
249     equation314             1502      1502      
250     pyrolykos               1502      1528      
251     bgwines                 1501      1501      
252     bigeast                 1501      1501      
253     ManuelGundlach          1500      1500      
254     Vonbo                   1500      1500      
255     ekuurh                  1500      1500      
256     ftiasch                 1500      1500      
257     jdillet                 1499      1499      
258     liuguangxi              1499      1588      
259     phsr                    1499      1609      
260     superb_owl              1499      1499      
261     Kyle Fox                1498      1498      
262     metula                  1498      1511      
263     Sam                     1497      1497      
264     fetofs                  1497      1497      
265     matusmrazik             1497      1497      
266     mercurium               1497      1524      
267     v6ph1                   1497      1706      
268     0ops                    1496      1537      
269     mdean                   1495      1495      
270     olydis                  1495      1495      
271     EndlessDream            1494      1494      
272     Kunero                  1494      1590      
273     anceps                  1494      1494      
274     feherg                  1494      1494      
275     kalinov                 1494      1494      
276     Roelant                 1493      1504      
277     doug                    1493      1493      
278     mckennar                1493      1526      
279     NorthVietnamFox         1492      1492      
280     gilbs                   1492      1492      
281     rwr                     1492      1492      
282     HuggyHermit             1491      1491      
283     Obergscheidle           1491      1491      
284     igor.nitto              1491      1491      
285     kev_the_ref             1491      1491      
286     tokoharu                1491      1491      
287     BaldAdonis2             1490      1490      
288     BTyska                  1489      1489      
289     blakeney                1489      1489      
290     ironhead                1489      1489      
291     ml                      1488      1488      
292     1739                    1487      1492      
293     Kevin OBryant           1487      1492      
294     Leasty                  1487      1548      
295     avisochek               1487      1487      
296     dinosrc                 1487      1487      
297     kloppi                  1487      1487      
298     NabiNaga                1486      1570      
299     Ra8                     1486      1486      
300     chenminqi               1486      1486      
301     chriskauffman           1486      1486      
302     Drdmitry                1485      1587      
303     SimonM                  1485      1485      
304     Zuza                    1485      1486      
305     akostajti               1485      1485      
306     benzenemtg              1485      1485      
307     kmazur                  1485      1508      
308     Sisuaski                1484      1484      
309     eray                    1484      1484      
310     syckls                  1484      1484      
311     alonm                   1483      1483      
312     asdugas                 1483      1483      
313     asgerix                 1483      1679      
314     pattertall              1483      1483      
315     pticawr                 1483      1501      
316     rlindley                1483      1483      
317     adamjk                  1482      1482      
318     modem                   1482      1628      
319     watch-maker             1482      1529      
320     Gabor.Almasi            1481      1481      
321     beboh                   1481      1481      
322     sontran16               1481      1481      
323     willz                   1481      1481      
324     Lewin                   1480      1543      
325     godmar                  1480      1535      
326     karlmikelson            1480      1480      
327     xiaowuc1                1480      1480      
328     Arcoth                  1479      1479      
329     izufic                  1479      1479      
330     jujaji                  1479      1545      
331     knabbers                1479      1479      
332     lawortsmann             1479      1479      
333     Lucky92                 1478      1606      
334     WojtekRybak             1478      1478      
335     fbchaos                 1478      1478      
336     talyadid                1478      1478      
337     ysenoh                  1478      1508      
338     Magic Vince             1477      1477      
339     alazarev                1477      1477      
340     ednerd                  1477      1477      
341     eidanch                 1477      1477      
342     tl00104                 1477      1477      
343     BeetrootChessElf        1476      1476      
344     ChrisL-B                1476      1476      
345     Jon_McLean              1476      1516      
346     dshabes                 1476      1476      
347     lonoffd                 1476      1476      
348     wjh720                  1476      1476      
349     David-Kerr              1475      1475      
350     augurar                 1475      1475      
351     backtracking            1475      1569      
352     biltharesatyendra       1475      1475      
353     gerw                    1475      1484      
354     marvel2010              1475      1475      
355     Blazing_Darkness        1473      1473      
356     Wolf_                   1473      1473      
357     roosephu                1473      1569      
358     Kuldar                  1472      1472      
359     Vincent                 1472      1555      
360     progheal                1472      1472      
361     MacKnights              1471      1543      
362     Senex                   1471      1580      
363     aid                     1471      1471      
364     jml985                  1471      1471      
365     starblue                1471      1471      
366     Mohammad_Ali_B          1470      1567      
367     driversetc              1470      1625      
368     eodus                   1470      1470      
369     mdix                    1470      1603      
370     Awata                   1469      1469      
371     VAVAVA                  1469      1469      
372     balodja                 1469      1504      
373     jtoft                   1469      1469      
374     m3m3p4sm4l              1468      1468      
375     matthias.schon          1468      1600      
376     puzzlepalace            1468      1468      
377     thundre                 1468      1468      
378     yarrr                   1468      1468      
379     OEtzi007                1467      1467      
380     Travis.Johnston         1467      1467      
381     jke67                   1467      1467      
382     l1t                     1467      1467      
383     rsylvan                 1467      1467      
384     ykanizo                 1467      1467      
385     rara77                  1466      1466      
386     gmt                     1465      1621      
387     kpjy                    1465      1465      
388     2rf                     1464      1464      
389     aeglaeca                1464      1464      
390     akrasuski1              1464      1464      
391     somethinginbetween      1464      1464      
392     yosupo                  1464      1464      
393     AngrySquid              1463      1463      
394     Edvard                  1463      1463      
395     cdel                    1463      1463      
396     chaemon                 1463      1466      
397     homuler                 1463      1463      
398     joelphillips            1463      1463      
399     yourmaths               1463      1463      
400     aropan                  1462      1462      
401     cwmcr                   1462      1489      
402     doctorsandwich1         1462      1462      
403     rudradevbasak           1462      1462      
404     sly.puzzler             1462      1462      
405     DKrijgsman              1461      1461      
406     Nananami                1461      1461      
407     bartekltg               1461      1552      
408     cantdance               1461      1461      
409     JosefK                  1460      1460      
410     Porkynator              1460      1460      
411     aysu                    1460      1460      
412     frendylu                1460      1460      
413     nevel                   1460      1460      
414     viktorkrastev           1460      1460      
415     RR                      1459      1459      
416     Wistik                  1459      1459      
417     marcusrw                1459      1459      
418     abecker                 1458      1458      
419     burkaysucu              1458      1458      
420     dario2994               1458      1458      
421     lukapopijac             1458      1458      
422     mp1                     1458      1458      
423     tmcginniss              1458      1458      
424     Erjin_Zhou              1457      1457      
425     Raphus                  1457      1478      
426     pterjan                 1457      1457      
427     slikvisoog              1457      1475      
428     venco                   1456      1757      
429     brownkenny              1455      1455      
430     ivanvl                  1455      1455      
431     mcreinhard              1455      1455      
432     michael.oliver          1455      1455      
433     nekosenyo               1455      1484      
434     sbrown7637              1455      1455      
435     wellwet                 1455      1532      
436     Kris                    1454      1496      
437     antognini               1454      1454      
438     dened                   1454      1454      
439     fkoprivec               1454      1454      
440     usrbin                  1454      1464      
441     dwellwisely             1453      1453      
442     htehlik3                1453      1453      
443     hx-wang13               1453      1453      
444     shiina.ringo            1453      1722      
445     croguet                 1452      1452      
446     hattori.hanzo02         1452      1452      
447     jaap                    1452      1452      
448     z_dziezyc               1452      1479      
449     2053258GR               1451      1451      
450     mlnwc                   1451      1451      
451     s.c.koehler             1451      1451      
452     smartie61               1451      1451      
453     yuzeming                1451      1451      
454     ArrayMaster3000         1450      1450      
455     MagdJTK                 1450      1450      
456     Werkov                  1450      1450      
457     Yamato.Nadeshiko        1450      1450      
458     jkon                    1450      1450      
459     mverschaeve             1450      1450      
460     atuk                    1449      1449      
461     dhm                     1449      1449      
462     montyn                  1449      1449      
463     tomato_liu              1449      1449      
464     DColes                  1448      1448      
465     MrPoush                 1448      1448      
466     bdeket                  1448      1448      
467     jnalanko                1448      1448      
468     ldobsik                 1448      1448      
469     Charles Zinn            1446      1446      
470     bobby_eletrica          1446      1446      
471     howzat2                 1446      1446      
472     kkornis                 1446      1487      
473     smartassjacob           1446      1446      
474     vladut                  1446      1446      
475     Ideophage               1445      1445      
476     mcamac                  1445      1445      
477     shinca12                1445      1445      
478     tiprof                  1445      1460      
479     Hamb                    1444      1444      
480     Kyon Kyon               1444      1501      
481     Mordorak                1444      1444      
482     anaramos                1444      1444      
483     dominicktwitty          1444      1444      
484     rotsor                  1444      1489      
485     ironman28               1443      1443      
486     johnywith1n             1443      1443      
487     koerber                 1443      1443      
488     lishaynikov             1443      1530      
489     oleglyamin              1443      1443      
490     Batalov                 1442      1676      
491     lehnekbn                1442      1442      
492     olwispe                 1442      1640      
493     stjepan                 1442      1444      
494     vadius                  1442      1442      
495     Navakanth               1441      1441      
496     __math                  1441      1469      
497     mordna                  1441      1441      
498     xieshiqi                1441      1441      
499     Raiton                  1440      1440      
500     akdheirl                1440      1556      
501     bnprks                  1440      1440      
502     dnosrc                  1440      1440      
503     domingos                1440      1447      
504     jatingoel1037           1440      1440      
505     lgarron                 1440      1440      
506     mv360                   1440      1440      
507     omerftekin              1440      1503      
508     qqqqqqqqq               1440      1440      
509     zaphod                  1440      1440      
510     Gotthard                1439      1439      
511     Ingix                   1439      1439      
512     Steven Moreland         1439      1440      
513     Un1verse                1439      1439      
514     emilio                  1439      1439      
515     hallliu                 1439      1439      
516     invisibleparticle       1439      1439      
517     lord.sidious            1439      1439      
518     matteose                1439      1439      
519     miska11                 1439      1439      
520     muellner                1439      1439      
521     neksusk                 1439      1439      
522     pzhon                   1439      1439      
523     Bumbler                 1438      1492      
524     Oleg78                  1438      1438      
525     Pavgran                 1438      1443      
526     aco                     1438      1438      
527     jasonanema              1438      1438      
528     micangela               1438      1438      
529     Maenam                  1437      1437      
530     Qbasic                  1437      1437      
531     RLG23                   1437      1437      
532     Seraltus                1437      1437      
533     gbdalako                1437      1437      
534     jchaoisaac              1437      1437      
535     lovro                   1437      1437      
536     taorunz                 1437      1437      
537     CuongVM                 1436      1436      
538     Faipalgugus             1436      1509      
539     Ryals                   1436      1436      
540     Certin                  1435      1435      
541     HowardTsai              1435      1467      
542     instantmegadeath        1435      1435      
543     joshuahm                1435      1435      
544     juris.c                 1435      1440      
545     rat62                   1435      1487      
546     redmilk525              1435      1435      
547     chzhou                  1434      1434      
548     dimkiriyenko            1434      1434      
549     stewbasic               1434      1584      
550     svensen                 1434      1434      
551     wertzu                  1434      1434      
552     Arkadi                  1433      1433      
553     ZacharyScolaro          1433      1433      
554     caoyi0905               1433      1433      
555     nimrod                  1433      1433      
556     outsidepasser           1433      1482      
557     Anomalous Cat Herd      1432      1432      
558     REALillusion            1432      1432      
559     cephian                 1432      1432      
560     dirtlamb5               1432      1432      
561     ekt638                  1432      1432      
562     fewbutripe              1432      1432      
563     jcvb                    1432      1432      
564     jdelany                 1432      1432      
565     warwicka                1432      1432      
566     GeorgeNetu              1431      1431      
567     Zhan_Dou_Min_Zhu        1431      1431      
568     EthantSterling          1430      1430      
569     Hoops.DunkLord          1430      1430      
570     Jaehyun Park            1430      1473      
571     Kevin_Hebb              1430      1460      
572     anst                    1430      1430      
573     jankojerinic            1430      1430      
574     pllk                    1430      1430      
575     carsten.siemens         1429      1429      
576     ivan_vranjic            1429      1429      
577     nonrecursive            1429      1429      
578     oniononsale             1429      1429      
579     zbzbccd                 1429      1429      
580     LarryBlake              1428      1428      
581     bojone                  1428      1428      
582     dgarceau                1428      1428      
583     esacco                  1428      1428      
584     slicedclementines       1428      1428      
585     tom.ridler              1428      1449      
586     Shawn Roach             1427      1427      
587     Teggers                 1427      1427      
588     aobara                  1427      1456      
589     dark-marouane           1427      1427      
590     germanzorba             1427      1427      
591     BigT                    1426      1426      
592     JeremyTaylor            1426      1426      
593     TheVampire              1426      1426      
594     alerner                 1426      1426      
595     andreig                 1426      1426      
596     m03masbia               1426      1426      
597     macs                    1426      1426      
598     sciyoshi                1426      1426      
599     Eugene.Kocherga         1425      1425      
600     Sylvestre               1425      1446      
601     Taar                    1425      1425      
602     fattybake               1425      1425      
603     ghainke                 1425      1490      
604     natsukagami             1425      1425      
605     peter.larabell          1425      1425      
606     Guy                     1424      1424      
607     cska                    1424      1424      
608     dogooder                1424      1424      
609     famx_pencil             1424      1424      
610     fissional               1424      1470      
611     gwg                     1424      1424      
612     muursh                  1424      1424      
613     rabox                   1424      1424      
614     sleepyone               1424      1424      
615     Ming                    1423      1423      
616     MrBingley               1423      1423      
617     akaja                   1423      1423      
618     fagu                    1423      1629      
619     mtardibu                1423      1523      
620     KennyColnago            1422      1422      
621     WankDank                1422      1422      
622     ansrivas                1422      1422      
623     gmaldo                  1422      1422      
624     liadtal                 1422      1494      
625     Goodlike                1420      1420      
626     Ironicus                1420      1420      
627     Kasekopf                1420      1420      
628     a.gilotte               1420      1485      
629     nahuelfouilleul         1420      1420      
630     uuchip                  1420      1420      
631     business                1419      1419      
632     cmmcd1                  1419      1419      
633     dacin                   1419      1419      
634     Ashish Kumar Singh      1418      1474      
635     borlander               1418      1418      
636     comexk                  1418      1418      
637     inerf                   1418      1418      
638     kalaxy                  1418      1418      
639     lbrunjes                1418      1418      
640     ludopulles              1418      1418      
641     siva k d                1418      1418      
642     tsune                   1418      1418      
643     JGDoig                  1417      1417      
644     Momotaro                1417      1428      
645     atkins                  1417      1478      
646     bje                     1417      1417      
647     kirbyvert               1417      1430      
648     mathguy314              1417      1417      
649     vujazzman               1417      1417      
650     Ben Albrecht            1416      1416      
651     jellevandenhooff        1416      1416      
652     jmoreira                1416      1416      
653     sh_012                  1416      1469      
654     tprice7                 1416      1416      
655     HermannD                1415      1415      
656     RaTyZ                   1415      1415      
657     SuprDewd                1415      1485      
658     Wang-                   1415      1415      
659     idrinkink               1415      1415      
660     mahalex                 1415      1415      
661     miki16g                 1415      1415      
662     mvaneerde               1415      1415      
663     romaine                 1415      1415      
664     wpolenz                 1415      1415      
665     Heart_Blue              1414      1503      
666     Nyarlath                1414      1476      
667     amol447                 1414      1414      
668     gaston69                1414      1414      
669     goofymath               1414      1414      
670     gvol                    1414      1414      
671     sdyy1990                1414      1414      
672     koji_t                  1413      1413      
673     lacop                   1413      1413      
674     leterrible              1413      1413      
675     vorbis                  1413      1413      
676     BigOTHER                1412      1412      
677     CUViper                 1412      1412      
678     David H                 1412      1412      
679     NotDan                  1412      1412      
680     ShadockP69              1412      1412      
681     aha66                   1412      1428      
682     davidlukewilcox         1412      1412      
683     wwt15                   1412      1463      
684     BryanScattergood        1411      1411      
685     bastianazzo             1411      1411      
686     djirtsdew               1411      1411      
687     dlafield                1411      1411      
688     doctornick5             1411      1411      
689     Arnaud Amiel            1410      1410      
690     Ido Nahshon             1410      1410      
691     Jorge F Sawyer          1410      1410      
692     adyg77                  1410      1410      
693     doc352                  1410      1410      
694     mathseal                1410      1410      
695     nomis                   1410      1410      
696     thegwtg                 1410      1410      
697     HELLO23                 1409      1409      
698     Johannes Reiffer...     1409      1409      
699     Nicolas Patrois         1409      1409      
700     Zeldebeest              1409      1409      
701     d0sboots                1409      1409      
702     JohnBP                  1408      1408      
703     ashii                   1408      1408      
704     ijksi                   1408      1408      
705     raumadum                1408      1490      
706     TerraCoder              1407      1407      
707     abin                    1407      1407      
708     it4kp                   1407      1536      
709     jcoelho                 1407      1407      
710     mahrgell                1407      1407      
711     meret                   1407      1407      
712     rmcc                    1407      1520      
713     chaoky                  1406      1456      
714     guomulian               1406      1406      
715     kawashiro_nitori        1406      1406      
716     sungmin817              1406      1406      
717     zko5acs                 1406      1442      
718     Michiel23               1405      1590      
719     YangLin                 1405      1405      
720     bartkroon               1405      1405      
721     janshigola              1405      1475      
722     matheschlumpf           1405      1405      
723     polutropon              1405      1405      
724     sven87                  1405      1405      
725     Sil                     1404      1404      
726     cornica                 1404      1404      
727     cushydom617             1404      1404      
728     kinetical               1404      1404      
729     kotulek                 1404      1404      
730     Jokser                  1403      1403      
731     RacingSnail             1403      1403      
732     Rolandas Gricius        1403      1446      
733     TheBlackSwan            1403      1403      
734     jimbo_elephant          1403      1506      
735     lord_recneps            1403      1403      
736     phob                    1403      1403      
737     sn2                     1403      1403      
738     tsiki                   1403      1403      
739     DanRoss53               1402      1402      
740     example                 1402      1402      
741     miaout                  1402      1402      
742     srtachyon               1402      1402      
743     Crink                   1401      1401      
744     Freduoooooooo           1401      1401      
745     Helgui                  1401      1401      
746     jsshep93                1401      1401      
747     volkov                  1401      1401      
748     Stache                  1400      1637      
749     thdl                    1400      1400      
750     wxffles                 1400      1400      
751     xrz199721               1400      1546      
752     zeycus                  1400      1515      
753     AbcAeffchen             1399      1399      
754     Matthew Fahrbach        1399      1482      
755     doctorsandwich          1399      1399      
756     ko12345                 1399      1399      
757     z95                     1399      1399      
758     art9                    1398      1508      
759     csom                    1398      1398      
760     kuba.v                  1398      1398      
761     pablo99                 1398      1398      
762     Fanfan                  1397      1397      
763     balage                  1397      1534      
764     WilliamTheB             1396      1599      
765     s3r4f1m                 1396      1396      
766     spv20                   1396      1396      
767     timrc                   1396      1457      
768     A1JRJ                   1395      1448      
769     Luke23                  1395      1530      
770     William_Archer          1395      1395      
771     giab                    1395      1466      
772     Danyilow                1394      1464      
773     Steph. C.               1394      1487      
774     jtnydv25                1394      1394      
775     RobertJohansson         1393      1668      
776     Sullyper                1393      1426      
777     thinred                 1393      1432      
778     Igloo81                 1392      1392      
779     skyivair                1392      1516      
780     K. Park                 1391      1391      
781     arnaudpi2               1391      1484      
782     arpy                    1391      1482      
783     Litho                   1390      1553      
784     Polynaomial             1390      1436      
785     sorgloomer              1390      1390      
786     gugus                   1389      1427      
787     Zegalur                 1388      1455      
788     albert                  1387      1451      
789     manman                  1386      1457      
790     Denis Pinsard           1385      1509      
791     Georg                   1385      1410      
792     Guvante                 1385      1450      
793     stream                  1385      1446      
794     Chris                   1384      1443      
795     Schattenjager           1384      1534      
796     biniu                   1383      1434      
797     limjoe                  1383      1450      
798     LatticeGuy              1381      1436      
799     Serinox                 1381      1406      
800     aestivation             1380      1461      
801     Saidatta                1379      1428      
802     Nitish                  1377      1426      
803     Kurayu                  1376      1401      
804     raphey                  1375      1414      
805     bewoods                 1372      1517      
806     nhajaj                  1372      1427      
807     dmeng                   1371      1448      
808     wdm124                  1371      1444      
809     maikaze                 1368      1461      
810     Frenchcore              1367      1403      
811     kentaro.wakai           1367      1500      
812     MuthuVeerappanR         1366      1459      
813     Rodrigo Marcuschi       1366      1433      
814     mirs                    1366      1602      
815     akshyin                 1365      1427      
816     donhatch                1364      1504      
817     kobe                    1364      1508      
818     carlop                  1363      1436      
819     Duke                    1362      1453      
820     Glitch29                1362      1428      
821     msauhta                 1359      1459      
822     gaussian_integer        1357      1449      
823     ememek                  1352      1439      
824     madarasip               1349      1420      
825     rosstherock             1349      1467      
826     dresu                   1348      1429      
827     wigie                   1348      1514      
828     Flibberdyjib            1344      1440      
829     mnuca                   1344      1470      
830     Jerome R.               1338      1527      
831     unime                   1338      1532      
832     Panphobia               1337      1454      
833     bonsaihawk              1337      1429      
834     remolacha               1337      1401      
835     Sternburg               1336      1481      
836     martin_b                1335      1488      
837     Alexis Irlande          1334      1571      
838     Mike                    1333      1456      
839     ironman353              1333      1464      
840     Seth Troisi             1332      1416      
841     clotz.sugar             1332      1508      
842     smtosh                  1328      1489      
843     jozhan                  1327      1427      
844     Avinoam                 1325      1425      
845     kendrickb               1323      1400      
846     papyDCEDL               1323      1519      
847     Farruh                  1322      1464      
848     toy                     1321      1453      
849     notime.sea              1320      1430      
850     Zenith                  1318      1457      
851     ulflund                 1318      1407      
852     stimmer                 1317      1881      
853     LM10                    1314      1416      
854     anythingapplied         1314      1406      
855     Roman Satyukov          1313      1462      
856     vgrik                   1312      1411      
857     ChopinPlover            1308      1453      
858     amcalde                 1305      1441      
859     binonunquineist         1304      1696      
860     jwpang                  1303      1528      
861     jingplusplus            1302      1465      
862     IamPoosha               1298      1547      
863     skyivben                1295      1467      
864     zetax                   1286      1408      
865     rammek                  1285      1442      
866     Villemoes               1284      1419      
867     LeinidR                 1279      1441      
868     nledoux                 1277      1558      
869     ubiquitousgrape         1277      1480      
870     Jonas1729               1274      1433      
871     Smylic                  1272      1679      
872     WutheringHeights        1270      1441      
873     taizhou                 1270      1411      
874     Talmon                  1269      1470      
875     Hachira                 1268      1434      
876     sharpeye                1264      1422      
877     sigi_s                  1264      1417      
878     kmlau                   1261      1493      
879     Alper_Halbut            1256      1436      
880     KenB                    1254      1416      
881     Wilko                   1252      1418      
882     andreamaf               1252      1452      
883     beta_projects           1252      1420      
884     kettenbruch             1247      1474      
885     Alexander Zyryanov      1244      1505      
886     CarloV                  1242      1428      
887     p_d                     1226      1420      
888     Remilia                 1225      1406      
889     alpha_projects          1221      1417      
890     hyeronim                1211      1444      
891     baiguzair               1210      1410      
892     ab2                     1185      1520      
